Date,Open,High,Low,Close,Volume
2021-09-29 08:36:44.631850,148.67169858518395,151.05751778363762,149.87116049056002,150.0,34812960
2021-09-30 08:36:44.631850,149.98299201667018,149.71365448288148,146.30946335265122,149.63020709648646,31617378
2021-10-01 08:36:44.631850,150.22524131631366,152.45986981681932,151.26496459266755,151.61337156041597,34548238
2021-10-04 08:36:44.631850,155.31720127000636,156.39586841571614,154.94653620778274,156.27708940222806,79971505
2021-10-05 08:36:44.631850,153.97739071629968,156.43037822226506,155.31950121673492,155.59211637153928,72026700
2021-10-06 08:36:44.631850,154.84353134819395,156.33641398752803,150.285726120063,154.91019671340044,17135147
2021-10-07 08:36:44.631850,159.72924995871813,160.12011537988832,159.2619759183395,159.8493931304659,54403687
2021-10-08 08:36:44.631850,162.08563046015286,164.6460046465393,161.8418094230092,162.35082746285178,29255673
2021-10-11 08:36:44.631850,160.03651743915714,161.0540766942101,159.39219213883388,160.87514161050757,31001554
2021-10-12 08:36:44.631850,161.71566162476438,164.1394709884555,161.8839086235151,162.66909262987264,10364163
2021-10-13 08:36:44.631850,161.58452448186702,162.39596807434646,160.53298339911703,161.21021864569295,22182341
2021-10-14 08:36:44.631850,159.31720125057296,161.73171885333375,158.78748766000103,159.75697380322933,16088064
2021-10-15 08:36:44.631850,160.8320050402342,162.33040811117132,157.27564749109897,160.57800410096917,36544067
2021-10-18 08:36:44.631850,153.79779003917017,155.42256913300676,152.73454891157914,154.4815630427402,41265619
2021-10-19 08:36:44.631850,149.33361894501218,150.82826223246005,148.49189527503634,149.19854745391484,8561250
2021-10-20 08:36:44.631850,148.5270514641241,148.03236694180333,146.1984388144586,147.56545736586693,23890287
2021-10-21 08:36:44.631850,145.04440735297652,146.3749378096308,143.8171638126363,144.62054925294603,42326788
2021-10-22 08:36:44.631850,145.27268654324288,145.77916922996653,144.23550955318277,145.57286785454596,22002365
2021-10-25 08:36:44.631850,143.1567287098676,146.2888782629882,142.3761450432481,142.97286633981042,34779261
2021-10-26 08:36:44.631850,138.8101010091068,139.52395868860168,138.56722793155706,138.97733603326776,28791268
2021-10-27 08:36:44.631850,143.0985064545408,143.367677053025,141.69654432872525,143.09286846338085,28654759
2021-10-28 08:36:44.631850,142.25767571928583,142.9301157433805,141.18095416994586,142.48965675456648,21090695
2021-10-29 08:36:44.631850,142.60757148174335,142.91544111518746,140.94689687024749,142.72484506573755,13147071
2021-11-01 08:36:44.631850,138.84781074388243,138.9122000023346,138.6245292272968,138.70072323655717,13786975
2021-11-02 08:36:44.631850,136.55060386343735,138.2039610727063,136.25843579985008,137.23220790134553,34438175
2021-11-03 08:36:44.631850,136.8790086264936,138.89403079864692,135.84639697328564,137.57782060155634,24391106
2021-11-04 08:36:44.631850,133.5186080850292,135.5088492906986,134.1602862726139,134.45207018957382,22538688
2021-11-05 08:36:44.631850,134.4184682736613,137.30652957770226,135.08467091214155,135.5026733372846,19541578
2021-11-08 08:36:44.631850,133.10049570122064,136.37452590513402,130.66581017458392,133.91556117540972,20736491
2021-11-09 08:36:44.631850,133.28067088931465,133.8510040546592,132.59789716399908,133.1744891998638,40769951
2021-11-10 08:36:44.631850,131.02429526281304,133.06396280649514,129.79869491275886,131.61180213198716,20427201
2021-11-11 08:36:44.631850,136.87753007284505,139.46619426841144,135.75585052327864,136.5269190708865,12353718
2021-11-12 08:36:44.631850,136.55471997447063,137.06155279823122,135.1365173999694,136.5310224564182,35033870
2021-11-15 08:36:44.631850,132.367989302738,137.0165105287226,130.89186554065952,133.6837746712816,21803077
