Date,Open,High,Low,Close,Volume,MA_7,MA_30,Volatility_7,Return_1d,Return_7d,Lag_1,Lag_3,Lag_5,Lag_7
2021-11-09 08:36:44.631850,133.28067088931465,133.8510040546592,132.59789716399908,133.1744891998638,40769951,135.79364937737014,148.2521578598676,2.0806855084197258,-0.005533874995865551,-0.0669144595075577,133.91556117540972,134.45207018957382,137.23220790134553,142.72484506573755
2021-11-10 08:36:44.631850,131.02429526281304,133.06396280649514,129.79869491275886,131.61180213198716,20427201,134.78094636243156,147.63921793093382,2.153807067163315,-0.01173413224458797,-0.051109474695958834,133.1744891998638,135.5026733372846,137.57782060155634,138.70072323655717
2021-11-11 08:36:44.631850,136.87753007284505,139.46619426841144,135.75585052327864,136.5269190708865,12353718,134.68019081522314,147.20244166341382,2.033141456786908,0.03734556369017872,-0.005139382665664494,131.61180213198716,133.91556117540972,134.45207018957382,137.23220790134553
2021-11-12 08:36:44.631850,136.55471997447063,137.06155279823122,135.1365173999694,136.5310224564182,35033870,134.53064822306052,146.69969669328057,1.8108360673614274,3.0055505241266545e-05,-0.0076087710981394,136.5269190708865,133.1744891998638,135.5026733372846,137.57782060155634
2021-11-15 08:36:44.631850,132.367989302738,137.0165105287226,130.89186554065952,133.6837746712816,21803077,134.42089172044737,145.946586202249,1.8394500289233577,-0.020854218579117956,-0.005714270648335296,136.5310224564182,131.61180213198716,133.91556117540972,134.45207018957382
2021-11-16 08:36:44.631850,136.36822952995013,135.93134974845574,133.7673803260166,135.92309797741524,24537127,134.4809523833232,145.29095225577825,1.8869101569677247,0.016750898242063883,0.003102703657249295,133.6837746712816,136.5269190708865,133.1744891998638,135.5026733372846
2021-11-17 08:36:44.631850,133.18280005219736,133.75727445894464,130.15143109692906,132.64505788580612,53961919,134.2994519133798,144.54878096152507,2.0076032180483114,-0.024116872999420558,-0.009487346193766233,135.92309797741524,136.5310224564182,131.61180213198716,133.91556117540972
2021-11-18 08:36:44.631850,132.5768398004614,133.34797445091075,130.74609159878923,133.23894587616473,23907905,134.3086600099942,143.66176605304835,2.0017226960617833,0.00447727190009517,0.0004840016784610768,132.64505788580612,133.6837746712816,136.5269190708865,133.1744891998638
2021-11-19 08:36:44.631850,128.32587191324203,128.18346488351636,127.55790236401926,128.05682992851249,27912685,133.80080683806926,142.51863280190372,3.001341243385599,-0.03889340247759554,-0.027011044191231126,133.23894587616473,135.92309797741524,136.5310224564182,131.61180213198716
2021-11-22 08:36:44.631850,124.15958191589934,125.83961045742956,123.61087577633069,124.69358107794686,13396958,132.11032998193505,141.31258078415172,4.273058714931782,-0.026263720977968585,-0.08667402790211365,128.05682992851249,132.64505788580612,133.6837746712816,136.5269190708865
2021-11-23 08:36:44.631850,125.28308817002386,125.58542320516213,124.55246291078734,125.22193580178927,21642407,130.4947461741309,140.0643422232156,4.4570330160015486,0.004237224717382526,-0.08283162647697073,124.69358107794686,133.23894587616473,135.92309797741524,136.5310224564182
2021-11-24 08:36:44.631850,126.30530137306141,127.44882622987816,123.75867548786883,127.10894667596885,32761448,129.55548503194336,138.9276331575581,4.3648045940973015,0.015069331599908198,-0.04918194456642,125.22193580178927,128.05682992851249,132.64505788580612,133.6837746712816
2021-11-25 08:36:44.631850,126.43888112850051,127.99315903197227,127.57842163087919,127.58272819428622,11098417,128.3640036343535,137.8551583039267,3.3594889080404178,0.0037273656237994945,-0.061360945323029936,127.10894667596885,124.69358107794686,133.23894587616473,135.92309797741524
2021-11-26 08:36:44.631850,127.08219581281209,128.17656078518766,126.90850725845708,127.32590854518301,26706633,127.60412515712163,136.7467551187338,2.781645290969491,-0.002012965647764764,-0.04010062210687382,127.58272819428622,125.22193580178927,128.05682992851249,132.64505788580612
2021-11-29 08:36:44.631850,126.51902150802853,127.85323951462223,125.42723887189328,126.5973402856022,25403449,126.65532435846985,135.81728102682922,1.2507433590830797,-0.005722073911785808,-0.04984732914905665,127.32590854518301,127.10894667596885,124.69358107794686,133.23894587616473
2021-11-30 08:36:44.631850,122.64742262900259,123.10679161708829,121.64578566924827,122.89178045700206,24658783,125.91746014825408,134.94038879359877,1.7211959692868202,-0.02927043980734856,-0.04033404133456853,126.5973402856022,127.58272819428622,125.22193580178927,128.05682992851249
2021-12-01 08:36:44.631850,120.44210716620024,122.07504548233746,121.05557122128056,121.15938926271342,40571623,125.41257560322072,134.06018652349366,2.4877062103650656,-0.01409688416789412,-0.028343013206302836,122.89178045700206,127.32590854518301,127.10894667596885,124.69358107794686
2021-12-02 08:36:44.631850,119.839424393471,120.723761296417,118.96827736110608,120.07952283628794,28551477,124.67794517957768,133.24215230960507,3.2083076639701735,-0.008912775419195773,-0.041066390904874184,121.15938926271342,126.5973402856022,127.58272819428622,125.22193580178927
2021-12-03 08:36:44.631850,122.81947216881426,123.75633114877077,122.3410821308757,122.65432134321887,50578439,124.04157013204197,132.4782007592275,3.0851769573202388,0.02144244452437838,-0.03504572612111945,120.07952283628794,122.89178045700206,127.32590854518301,127.10894667596885
2021-12-06 08:36:44.631850,123.50631391421638,123.56885632484736,122.42798549090173,123.53404300178457,14697753,123.46318653311315,131.8302399812933,2.6610145747270573,0.007172365791369151,-0.03173380323342989,122.65432134321887,121.15938926271342,126.5973402856022,127.58272819428622
2021-12-07 08:36:44.631850,119.32397812587469,119.22606487686411,118.72867544167471,119.21519364735605,25853648,122.30451297628073,131.17150190176292,2.4567303046004327,-0.03496080310725469,-0.06370042821998623,123.53404300178457,120.07952283628794,122.89178045700206,127.32590854518301
2021-12-08 08:36:44.631850,119.62152443081956,121.32700461046926,118.82845865701778,120.02367286883833,25196946,121.36541763102875,130.40252871527815,1.6740025663558573,0.006781679387895867,-0.051925794032747774,119.21519364735605,122.65432134321887,121.15938926271342,126.5973402856022
2021-12-09 08:36:44.631850,119.8332650051197,119.70083334233304,118.35956706139139,119.13530017765349,14152088,120.8287775911218,129.62405016271438,1.704966774129431,-0.007401645608326346,-0.030567384290301702,120.02367286883833,123.53404300178457,120.07952283628794,122.89178045700206
2021-12-10 08:36:44.631850,116.86679093626698,117.58755587950193,116.54895553398569,117.55813465364062,38963953,120.31431264696856,128.7851598156445,2.0887217822181765,-0.013238440006119179,-0.02972328129901758,119.13530017765349,119.21519364735605,122.65432134321887,121.15938926271342
2021-12-13 08:36:44.631850,119.32172786025204,120.00495248688475,118.75228005754039,119.0315525645966,77232943,120.1646026081555,128.1295207932458,2.145149862859373,0.012533525776817322,-0.008727302098960776,117.55813465364062,120.02367286883833,123.53404300178457,120.07952283628794
2021-12-14 08:36:44.631850,122.23981853145764,123.21109523651762,121.47522404921303,121.521691507487,23950433,120.00279834590809,127.60583691345052,1.9608558578142432,0.0209199904499191,-0.00923432475373176,119.0315525645966,119.13530017765349,119.21519364735605,122.65432134321887
2021-12-15 08:36:44.631850,124.11929667963373,124.51225216013319,122.02789419473226,123.82156272178513,31093537,120.04387259162247,127.14729498412481,2.048218618455679,0.01892560238232388,0.002327453332005014,121.521691507487,117.55813465364062,120.02367286883833,123.53404300178457
